"paper_id","arxiv_id","s2_paper_id","title","authors","year","venue","abstract","source","categories","citation_count","url","doi","published_date","crawled_date","keep","notes"
"doi:10.1109/TC.2020.3034883","","af478b2799bbb2ba5d8acba3209e08e109b48528","Quantum Dimension Reduction for Pattern Recognition in High-Resolution Spatio-Spectral Data","Naveed Mahmud","2022","IEEE-TC","The promises of advanced quantum computing technology have driven research in the simulation of quantum computers on classical hardware, where the feasibility of quantum algorithms for real-world problems can be investigated. In domains such as High Energy Physics (HEP) and Remote Sensing Hyperspectral Imagery, classical computing systems are held back by enormous readouts of high-resolution data. Due to the multi-dimensionality of the readout data, processing and performing pattern recognition operations for this enormous data are both computationally intensive and time-consuming. In this article, we propose a methodology that utilizes Quantum Haar Transform (QHT) and a modified Grover's search algorithm for time-efficient dimension reduction and dynamic pattern recognition in data sets that are characterized by high spatial resolution and high dimensionality. QHT is performed on the data to reduce its dimensionality at preserved spatial locality, while the modified Grover's search algorithm is used to search for dynamically changing multiple patterns in the reduced data set. By performing search operations on the reduced data set, processing overheads are minimized. Moreover, quantum techniques produce results in less time than classical dimension reduction and search methods. The feasibility of the proposed methodology is verified by emulating the quantum algorithms on classical hardware based on field programmable gate arrays (FPGAs). We present designs of the quantum circuits for multi-dimensional QHT and multi-pattern Grover's search. We also present two emulation techniques and the corresponding hardware architectures for this methodology. A high performance reconfigurable computer (HPRC) was used for the experimental evaluation, and high-resolution images were used as the input data set. Analysis of the methods and implications of the experimental results are discussed.","dblp","Computer Science","7","https://doi.org/10.1109/TC.2020.3034883","10.1109/TC.2020.3034883","2020-10-01","2026-04-08","",""
"doi:10.1109/TC.2020.3035826","","b27cec918088d29af262d9fbc1f87cfb439f49d3","A Lightweight and Efficient GPU for NDP Utilizing Data Access Pattern of Image Processing","Jungwoo Choi","2022","IEEE-TC","As the demand for image applications with high resolution increases, the importance of the system for image processing is growing. Graphics processing units (GPUs) can increase computational capacity with massive parallelism, but are still subject to limited memory bandwidth. Near-data-processing (NDP) is expected to mitigate the performance and energy overhead caused as a result of data transfer by performing computations on the logic die of 3D-stacked memory. Although prior studies have demonstrated the advantages of NDP, a NDP solution focused on image processing has not yet been developed. This article proposes a GPU-based NDP architecture and well-matched optimization strategies considering both the characteristics of image applications and NDP constraints. First, data allocation to the processing unit is addressed to maintain the data locality and data access pattern. Second, a lightweight yet efficient NDP GPU architecture is proposed. By applying a prefetcher that leverages the pattern-aware data allocation, the number of active warps and the on-chip SRAM size of the NDP are significantly reduced. This enables the NDP constraints to be satisfied and a greater number of processing units to be integrated on a logic die. The evaluation results show that the proposed NDP GPU improves the performance by 1.85× and consumes 82.7 percent energy compared to the baseline NDP GPU.","dblp","Computer Science","6","https://doi.org/10.1109/TC.2020.3035826","10.1109/TC.2020.3035826","2022-01-01","2026-04-08","",""
"doi:10.1109/TC.2020.3035991","","840e21fe8430c11fa1e18cd796b8e608ff11e857","Online Service Function Chain Placement for Cost-Effectiveness and Network Congestion Control","Xiaojun Shang","2022","IEEE-TC","The emerging network function virtualization is migrating traditional middleboxes, e.g., firewalls, load balancers, proxies, from dedicated hardware to virtual network functions (VNFs) running on commercial servers defined as network points of presence (N-PoPs). VNFs further chain up for more complex network services called service function chains (SFCs). SFCs introduce new flexibility and scalability which greatly reduce expenses and rolling out time of network services. However, chasing the lowest cost may lead to congestion on popular N-PoPs and links, thus resulting in performance degradation or violation of service-level agreements. To address this problem, we propose a novel scheme that reduces the operating cost and controls network congestion at the same time. It does so by placing VNFs and routing flows among them jointly. Given the problem is NP-hard, we design an approximation algorithm named candidate path selection (CPS) with a theoretical performance guarantee. We then consider cases when SFC demands fluctuate frequently. We propose an online candidate path selection (OCPS) algorithm to handle such cases considering the VNF migration cost. OCPS is designed to preserve good performance under various migration costs and prediction errors. Extensive simulation results highlight that CPS and OCPS algorithms perform better than baselines and comparably to the optimal solution.","dblp","Computer Science","22","https://doi.org/10.1109/TC.2020.3035991","10.1109/TC.2020.3035991","2020-11-01","2026-04-08","",""
"doi:10.1109/TC.2020.3036424","","f6dea5e89ed4a972af67f52cc168030c0e8fae4c","FadingBF: A Bloom Filter With Consistent Guarantees for Online Applications","Prasanna Karthik Vairam","2022","IEEE-TC","Bloom filter (BF), when used by an online application, experiences monotonically increasing false-positive errors. The decay of stale elements can control false-positives. Existing mechanisms for decay require unreasonable storage and computation. Inexpensive methods reset the BF periodically, resulting in inconsistent guarantees and performance issues in the underlying computing system. In this article, we propose Fading Bloom filter (FadingBF), which can provide inexpensive yet safe decay of elements. FadingBF neither requires additional storage nor computation to achieve this but instead exploits the underlying storage medium’s intrinsic properties, i.e., DRAM capacitor characteristics. We realize FadingBF by implementing the BF on a DRAM memory module with its periodic refresh disabled. Consequently, the capacitors holding the data elements that are not accessed frequently will predictably lose charge and naturally decay. The retention time of capacitors guarantees against premature deletion. However, some capacitors may store information longer than required due to the FadingBF’s software and hardware variables. Using an analytical model of the FadingBF, we show that carefully tuning its parameters can minimize such cases. For a surveillance application, we demonstrate that FadingBF achieves better guarantees through graceful decay, consumes 57 percent lesser energy, and has a system load that is lesser than the standard BF.","dblp","Computer Science","4","https://doi.org/10.1109/TC.2020.3036424","10.1109/TC.2020.3036424","2022-01-01","2026-04-08","",""
"doi:10.1109/TC.2020.3036686","","aac8ba39ff224128c0895188bf49650d7a19ab99","Adaptive Page Migration Policy With Huge Pages in Tiered Memory Systems","Taekyung Heo","2022","IEEE-TC","To accommodate the growing demand for memory capacity in a cost-effective way, multiple types of memory are incorporated in a single system. In such tiered memory systems consisting of small fast and large slow memory components, accurately identifying the performance importance of pages is critical to properly migrate hot pages to fast memory. Meanwhile, growing address translation cost due to the increasing memory footprints, helped adopting huge pages in common systems. Although such page hotness identification problems have existed for a long time, this article revisits the problem in the new context of tiered memory systems and huge pages. This article first investigates the memory locality behaviors of applications with three potential migration polices, least-recently-used (LRU), least-frequently-used (LFU), and random with huge pages. The evaluation shows that none of the three migration policies excel the others, as the effectiveness of each policy depends on application behaviors. In addition, the results show huge pages can be effective even with page migration, if a proper migration policy is used. Based on the observation, this paper proposes a novel dynamic policy selection mechanism, which identifies the best migration policy for a given workload. It allows multiple concurrently running workloads to adopt different policies. To find the optimal one for each workload, this study first identifies key features that must be inferred from limited approximate memory access information collected using accessed bits in page tables. In addition, it proposes a parallel emulation of alternative policies to assess the benefit of possible alternatives. The proposed dynamic policy selection can achieve 23.8percent performance improvement compared to a prior approximate mechanism based on LRU lists in Linux systems.","dblp","Computer Science","32","https://doi.org/10.1109/TC.2020.3036686","10.1109/TC.2020.3036686","2022-01-01","2026-04-08","",""
"doi:10.1109/TC.2020.3042053","","9904770e364a13572261f7d8b1445d365f9b09cb","Deep Learning for HDD Health Assessment: An Application Based on LSTM","Aniello De Santo","2022","IEEE-TC","Hard disk drive failures are one of the most common causes of service downtime in data centers. Predictive maintenance techniques have been adopted to extend the Remaining Useful Life (RUL) of these drives, and minimize service shortage and data loss. Several approaches based on machine and deep learning techniques have been proposed to address these issues, mostly exploiting models based on Self-Monitoring analysis and Reporting Technology (SMART) attributes. While these models have proven to be reliable, their performance is affected by the lack of information about the proximity of disk failure in time. Moreover, many of these techniques are sensitive to the highly unbalanced nature of existing data-sets, in terms of good to failed hard disk ratio. In this article, we propose a LSTM (Long Short Term Memory)-based model combining SMART attributes and temporal analysis for estimating a hard drive health status according to its time to failure. Our approach outperforms state-of-the-art methods when evaluated on two data-sets, one containing hourly samples from 23395 disks and the other reporting daily samples from 29878‬ disks. Experimental results showed that our approach is well suited to data-sets with different sampling periods, being able to predict hard drive health status up to 45 days before failure.","dblp","Computer Science","60","https://doi.org/10.1109/TC.2020.3042053","10.1109/TC.2020.3042053","2022-01-01","2026-04-08","",""
"doi:10.1109/TC.2020.3042247","","111b65685c507bad1cbac6fce173071e3a06ad94","Multi-Resource VNF Deployment in a Heterogeneous Cloud","Jiaqi Zheng","2022","IEEE-TC","The emerging paradigm of Network Function Virtualization (NFV) promises to shorten the renewal cycles of network functions and reduce the capital expenses by flexibly deploying virtualized network functions (VNFs) implementation on commodity servers. However, the required resource of each type (CPU, memory, etc.) for the running VNF should be provisioned to guarantee the performance when processing packets. This comes with different deployment cost, especially in a heterogeneous cloud consisting of a large number of network function platforms from various vendors. To optimally operate VNFs, it is necessary for the network operator to dynamically deploy VNFs in the expensive cloud infrastructures. In this article, we initiate the study of minimizing the deployment cost under multi-resource constraints in a heterogeneous cloud. We formulate multi-resource VNF deployment problem (MVDP) as an optimization program and prove its hardness. We propose an offline <inline-formula><tex-math notation=""LaTeX"">$(1, d+1)$</tex-math><alternatives><mml:math><mml:mrow><mml:mo>(</mml:mo><mml:mn>1</mml:mn><mml:mo>,</mml:mo><mml:mi>d</mml:mi><mml:mo>+</mml:mo><mml:mn>1</mml:mn><mml:mo>)</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""zheng-ieq1-3042247.gif""/></alternatives></inline-formula>-bicriteria approximation algorithm and an <inline-formula><tex-math notation=""LaTeX"">$(\mathcal {O}(1), \mathcal {O}(n \cdot \log n))$</tex-math><alternatives><mml:math><mml:mrow><mml:mo>(</mml:mo><mml:mi mathvariant=""script"">O</mml:mi><mml:mo>(</mml:mo><mml:mn>1</mml:mn><mml:mo>)</mml:mo><mml:mo>,</mml:mo><mml:mi mathvariant=""script"">O</mml:mi><mml:mo>(</mml:mo><mml:mi>n</mml:mi><mml:mo>·</mml:mo><mml:mo form=""prefix"">log</mml:mo><mml:mi>n</mml:mi><mml:mo>)</mml:mo><mml:mo>)</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""zheng-ieq2-3042247.gif""/></alternatives></inline-formula>-competitive online algorithm to deploy VNFs in a scalable manner, where <inline-formula><tex-math notation=""LaTeX"">$d$</tex-math><alternatives><mml:math><mml:mi>d</mml:mi></mml:math><inline-graphic xlink:href=""zheng-ieq3-3042247.gif""/></alternatives></inline-formula> is the number of resource types and <inline-formula><tex-math notation=""LaTeX"">$n$</tex-math><alternatives><mml:math><mml:mi>n</mml:mi></mml:math><inline-graphic xlink:href=""zheng-ieq4-3042247.gif""/></alternatives></inline-formula> is the number of required VNFs. Large-scale simulations and DPDK-based OpenNetVM implementation show that our algorithms can reduce the overall cost by 34% and improve the performance in terms of multi-resource allocation.","dblp","Computer Science","9","https://doi.org/10.1109/TC.2020.3042247","10.1109/TC.2020.3042247","2020-12-03","2026-04-08","",""
"doi:10.1109/TC.2020.3042663","","96438f3848f40aa51409173e2417496a1bdee2af","Performance Optimization of Many-Core Systems by Exploiting Task Migration and Dark Core Allocation","Shengyan Wen","2022","IEEE-TC","As an effective scheme often adopted for performance tuning in many-core processors, task migration provides an opportunity for “hot” tasks to be migrated to run on a “cool” core that has a lower temperature. When a task needs to migrate from one processor core to another, the migration can embark on numerous modes defined by the migration paths undertaken and/or the destinations of the migration. Selecting the right migration mode that a task shall follow has always been difficult, and it can be more challenging with the existence of dark cores that can be called back to service (reactivated), which ushers in additional task migration modes. Previous works have demonstrated that dark cores can be placed near the active cores to reduce power density so that the active cores can run at higher voltage/frequency levels for higher performance. However, the existing task migration schemes neither consider the impact of dark cores on each application's performance, nor exploit performance trade-off under different migration modes. Unlike the existing task migration schemes, in this article, a runtime task migration algorithm that simultaneously takes both migration modes and dark cores into consideration is proposed, and it essentially has two major steps. In the first step, for a specific migration mode that is tied to an application whose tasks need to be migrated, the number of dark cores is determined so that the overall performance is maximized. The second step is to find an appropriate core region and its location for each application to optimize the communication latency and computation performance; during this step, focus is placed on reducing the fragmentation of the free core regions resulting from the task migration. Experimental results have confirmed that our approach achieves over 50 percent reduction in total response time when compared to recently proposed thermal-aware runtime task migration approachess.","dblp","Computer Science","7","https://doi.org/10.1109/TC.2020.3042663","10.1109/TC.2020.3042663","2022-01-01","2026-04-08","",""
"doi:10.1109/TC.2020.3043400","","64e75ba56ac79dfbba34b6b988cd798c18b55b7f","Low-Latency ASIC Algorithms of Modular Squaring of Large Integers for VDF Evaluation","Ahmet Can Mert","2022","IEEE-TC","This article is an attempt in quest of the fastest hardware algorithms for the computation of the evaluation component of verifiable delay functions (VDFs), <inline-formula><tex-math notation=""LaTeX"">$a^{2^T} \bmod N$</tex-math><alternatives><mml:math><mml:mrow><mml:msup><mml:mi>a</mml:mi><mml:msup><mml:mn>2</mml:mn><mml:mi>T</mml:mi></mml:msup></mml:msup><mml:mi>N</mml:mi></mml:mrow></mml:math><inline-graphic xlink:href=""mert-ieq1-3043400.gif""/></alternatives></inline-formula>, proposed for use in various distributed protocols, in which no party is assumed to compute it significantly faster than other participants. To this end, we propose a class of modular squaring algorithms suitable for low-latency ASIC implementations. The proposed algorithms aim to achieve highest levels of parallelization that have not been explored in previous works in the literature, which usually pursue more balanced optimization of speed and area. For this, we utilize redundant representations of integers and introduce three modular squaring algorithms that work with integers in redundant forms: i) Montgomery algorithm, ii) memory-based algorithm and iii) direct reduction algorithm for fixed moduli. All algorithms enable <inline-formula><tex-math notation=""LaTeX"">$O(\log k)$</tex-math><alternatives><mml:math><mml:mrow><mml:mi>O</mml:mi><mml:mo>(</mml:mo><mml:mo form=""prefix"">log</mml:mo><mml:mi>k</mml:mi><mml:mo>)</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""mert-ieq2-3043400.gif""/></alternatives></inline-formula> depth circuit implementations, where <inline-formula><tex-math notation=""LaTeX"">$k$</tex-math><alternatives><mml:math><mml:mi>k</mml:mi></mml:math><inline-graphic xlink:href=""mert-ieq3-3043400.gif""/></alternatives></inline-formula> is the bit-size of the modulus <inline-formula><tex-math notation=""LaTeX"">$N$</tex-math><alternatives><mml:math><mml:mi>N</mml:mi></mml:math><inline-graphic xlink:href=""mert-ieq4-3043400.gif""/></alternatives></inline-formula> in the VDF function. We analyze and compare gate level-circuits of the proposed algorithms and provide estimates for their critical path delay and gate count.","dblp","Computer Science","16","https://doi.org/10.1109/TC.2020.3043400","10.1109/TC.2020.3043400","2022-01-01","2026-04-08","",""
"doi:10.1109/TC.2020.3043476","","2c85824ab6a949546387e2d68112fe3052857ee5","Exploiting Symmetrization and D-Reducibility for Approximate Logic Synthesis","Anna Bernasconi","2022","IEEE-TC","Approximate synthesis is a recent trend in logic synthesis where one changes some outputs of a logic specification, within the error tolerance of a given application, to reduce the complexity of the final implementation. We attack the problem by exploiting the allowed flexibility in order to maximize the regularity of the specified Boolean functions. Specifically, we consider two types of regularity: <italic>symmetry</italic> and <italic>D-reducibility</italic>, and contribute two algorithms to find, respectively, a symmetric and a D-reducible approximation of a given target function <inline-formula><tex-math notation=""LaTeX"">$f$</tex-math><alternatives><mml:math><mml:mi>f</mml:mi></mml:math><inline-graphic xlink:href=""ciriani-ieq1-3043476.gif""/></alternatives></inline-formula>, within the given error rate threshold if possible. When targeting symmetry, we characterize and compute polynomially the closest symmetric approximation, i.e., the symmetric function obtained by injecting the minimum number of errors in the original incompletely specified Boolean function, with an unbounded number of errors; then, we discuss strategies to achieve partial symmetrization of the original specification while satisfying given error bounds. Finally, we present a polynomial heuristic algorithm to compute a D-reducible approximation of an incompletely specified target function, under a bit error metric. Experimental results on classical and new benchmarks confirm the effectiveness of the proposed approaches.","dblp","Computer Science; Mathematics","4","https://doi.org/10.1109/TC.2020.3043476","10.1109/TC.2020.3043476","2022-01-01","2026-04-08","",""
