"paper_id","arxiv_id","s2_paper_id","title","authors","year","venue","abstract","source","categories","citation_count","url","doi","published_date","crawled_date","keep","notes"
"doi:10.1109/LCA.2021.3135557","","db8d4d5196cc403521417e32577debca810e903d","MPU-Sim: A Simulator for In-DRAM Near-Bank Processing Architectures","Xinfeng Xie","2022","IEEE-CAL","Despite the promising future of near-bank computing to address the ”memory wall”, there are still critical hardware and software challenges, such as designing compute logics within a stringent area budget and developing software support for efficient data mapping. An open-source simulation framework plays an important role in addressing these challenges, which is unfortunately missing. In this paper, we introduce our open-source simulator for in-DRAM near-bank processing accelerators, MPU-Sim, to complete this missing piece in the research and development of future near-bank processing solutions. We detail the design, implementation, and interface of MPU-Sim, and conduct calibration studies for key hardware components with state-of-the-art simulators to validate our implementations. Finally, we use MPU-Sim for two case studies, DRAM refreshing and thread-block scheduling, to demonstrate the potential usage of MPU-Sim to study hardware and software optimizations for near-bank processing architectures.","dblp","Computer Science","6","https://doi.org/10.1109/LCA.2021.3135557","10.1109/LCA.2021.3135557","2022-01-01","2026-04-08","",""
"doi:10.1109/LCA.2022.3151087","","75d1eccf7ca57f4ac6edb467f883e4afee70f292","Accelerating Graph Processing With Lightweight Learning-Based Data Reordering","Mo Zou","2022","IEEE-CAL","Graph processing is a vital component in various application domains. However, a good graph processing performance is hard to achieve due to its intensive irregular data accesses. Noticing that in real-world graphs, a small portion of vertices occupy most connections, several techniques are proposed to reorder vertices based on their access frequency for better data access locality. However, these approaches can be further improved by identifying reordered data more effectively, which will reduce reordering overhead and improve overall performance. In this letter, we propose Learning-Based Reordering (LBR), a novel lightweight framework that identifies and reorders hot data adaptively for given graphs, algorithms, and threads. Our experimental evaluation indicates that LBR decreases reordering overhead by 24.7% while improves performance by 9.9% compared to the best-performing existing scheme.","dblp","Computer Science","2","https://doi.org/10.1109/LCA.2022.3151087","10.1109/LCA.2022.3151087","2022-01-01","2026-04-08","",""
"doi:10.1109/LCA.2022.3151256","","facd293d2769454f9956522f1c452dc38bc1ac15","A Pre-Silicon Approach to Discovering Microarchitectural Vulnerabilities in Security Critical Applications","Kristin Barber","2022","IEEE-CAL","Microarchitectural vulnerabilities have become an increasingly effective attack vector. This is especially problematic for security critical applications, which handle sensitive data and may employ software-level hardening in order to thwart data leakage. These strategies rely on necessary assumptions about the underlying microarchitectural implementation, which may (and have proven to be) incorrect in some instances, leading to exploits. Consequently, devising early-stage design tools for reasoning about and verifying the correctness of high assurance applications with respect to a given hardware design is an increasingly important problem. This letter presents a principled dynamic testing methodology to reveal and analyze data-dependent microarchitectural behavior with the potential to violate assumptions and requirements of security critical software. A differential analysis is performed of the microarchitectural state space explored during register transfer-level (RTL) simulation to reveal internal activity which correlates to sensitive data used in computation. We demonstrate the utility of the proposed methodology through it's ability to identify secret data leakage from selected case studies with known vulnerabilities.","dblp","Computer Science","2","https://doi.org/10.1109/LCA.2022.3151256","10.1109/LCA.2022.3151256","2022-01-01","2026-04-08","",""
"doi:10.1109/LCA.2022.3144773","","0622b20acde213dfaa9b4aeda3038c6027f9b458","MQSim-E: An Enterprise SSD Simulator","Dusol Lee","2022","IEEE-CAL","Compared to client SSDs, enterprise SSDs have rigorous performance standards such as high/consistent IOPS and low tail latencies. Unfortunately, we find that existing SSD simulation tools are not appropriate for a simulation of enterprise SSDs, due to lack of a few critical functionalities. We identify three such functionalities – (i) dynamic address allocation, (ii) fine-grained address mapping, and (iii) token-based garbage collection, and present an enterprise SSD simulator (called MQSim-E) by adding them into a widely-used (client) SSD simulator. Through extensive experiments, we demonstrate that our MQSim-E is a more suitable choice for emulating contemporary enterprise SSDs than existing state-of-the-art SSD simulators.","dblp","Computer Science","19","https://doi.org/10.1109/LCA.2022.3144773","10.1109/LCA.2022.3144773","2022-01-01","2026-04-08","",""
"doi:10.1109/LCA.2022.3160394","","eb6aae8f712cc3caf32420c7e579c16f872d96cf","Lightweight Hardware Implementation of Binary Ring-LWE PQC Accelerator","Benjamin J. Lucas","2022","IEEE-CAL","Significant innovation has been made in the development of public-key cryptography that is able to withstand quantum attacks, known as post-quantum cryptography (PQC). This paper focuses on the development of an efficient PQC hardware implementation. Specifically, an implementation of the binary Ring-learning-with-errors (BRLWE)-based encryption scheme, a promising lightweight PQC suitable for resource-constrained applications, is proposed. The paper first develops the mathematical formulation to present the proposed algorithmic process. The corresponding hardware accelerators are then described in detail. Finally, comparisons with previous implementations are provided to demonstrate the superior performance of the proposed design. For instance, the proposed low-complexity accelerator has 34.7% less area-delay product (ADP) than the state-of-the-art design for <inline-formula><tex-math notation=""LaTeX"">$n=256$</tex-math><alternatives><mml:math><mml:mrow><mml:mi>n</mml:mi><mml:mo>=</mml:mo><mml:mn>256</mml:mn></mml:mrow></mml:math><inline-graphic xlink:href=""xie-ieq1-3160394.gif""/></alternatives></inline-formula> in the field-programmable gate array (FPGA) platform. Apart from the efficiency of the hardware architectures, the proposed design also has a complete input/output processing setup, and thus is feasible for emerging lightweight applications.","dblp","Computer Science","34","https://doi.org/10.1109/LCA.2022.3160394","10.1109/LCA.2022.3160394","2022-01-01","2026-04-08","",""
"doi:10.1109/LCA.2022.3168067","","","Characterizing and Understanding Distributed GNN Training on GPUs","Haiyang Lin","2022","IEEE-CAL","[abstract unavailable]","dblp","","0","https://doi.org/10.1109/LCA.2022.3168067","10.1109/LCA.2022.3168067","","2026-04-08","",""
"doi:10.1109/LCA.2022.3168831","","c884799e07f26ae3e938bc36d288b5ee3a62d0be","LSim: Fine-Grained Simulation Framework for Large-Scale Performance Evaluation","Hamin Jang","2022","IEEE-CAL","As large-scale workloads with massive parallelism emerge, the demand for large-scale systems such as datacenters and supercomputers is rising sharply. To accurately design a large-scale system, architects heavily rely on performance modeling at design phases. However, modeling a large-scale workload without a large-scale system is a challenging problem. This paper presents LSim, a framework for large-scale performance evaluation. Based on the captured behavior within small-scale workload traces, LSim extrapolates the behavior of the workload on a large-scale system. To do so, we propose two techniques: (1) representative trace model and (2) function latency model to synthesize a trace and to predict the latency of functions in the synthesized trace, respectively.","dblp","Computer Science","0","https://doi.org/10.1109/LCA.2022.3168831","10.1109/LCA.2022.3168831","2022-01-01","2026-04-08","",""
"doi:10.1109/LCA.2022.3167465","","eacd09d7d64d7eb68dd12d72dce0a66162e68738","LINAC: A Spatially Linear Accelerator for Convolutional Neural Networks","Hang Xiao","2022","IEEE-CAL","We first propose a method to utilize the spatially linear correlation between activations and weights of CNN models and accelerate the inference process via linear regression. With the proposed linear regression-based acceleration method, stronger bit-sparsity is excavated to reduce ineffectual computations during the inference in CNN acceleration systems without introducing any errors to the algorithm. We also propose the corresponding hardware accelerator based on the linear convolution mechanism: LINAC, which implements the linear convolution that exploits bit-sparsity to boost performance and energy efficiency significantly. In our experiments, LINAC boosts the inference performance by 11× on average over the present value-agnostic accelerator and outperforms other state-of-the-art bit-sparse accelerators.","dblp","Computer Science","0","https://doi.org/10.1109/LCA.2022.3167465","10.1109/LCA.2022.3167465","2022-01-01","2026-04-08","",""
"doi:10.1109/LCA.2022.3182363","","4dc6453d1ce87aa0565b69f9bc9d67641a40c93d","Runtime Support for Accelerating CNN Models on Digital DRAM Processing-in-Memory Hardware","Yongwon Shin","2022","IEEE-CAL","Processing-in-memory (PIM) provides promising solutions to the main memory bottleneck by placing computational logic in or near memory devices to reduce data movement overheads. Recent work explored how commercial DRAM can feature digital PIM logic while meeting fab-level energy and area constraints, and showed a significant speedup in the inference time of data-intensive deep learning models. However, convolutional neural network (CNN) models were not considered as main targets for the commercial DRAM-PIM due to their compute-intensive convolution layers. Moreover, recent studies revealed that the area and power constraints on memory die prevent DRAM-PIM from competing with GPUs and specialized accelerators in accelerating them. Recently, mobile CNN models have increasingly adopted a composition of depthwise and pointwise convolutions instead of such compute-intensive convolutions to reduce computation cost without accuracy drop. In this paper, we show that 1x1 convolution can be offloaded for PIM acceleration with integrated runtime support and without any hardware or algorithm changes. We provide further speedup with parallel execution on GPU and DRAM-PIM and code generation optimizations. Our solution achieves up to 35.2% (31.6% on average) speedup for all 1x1 convolutions for mobile CNN models against GPU.","dblp","Computer Science","2","https://doi.org/10.1109/LCA.2022.3182363","10.1109/LCA.2022.3182363","2022-07-01","2026-04-08","",""
"doi:10.1109/LCA.2022.3177419","","064cf3a0689a03adeb36cec2659a34c4cca2539e","Multi-Prediction Compression: An Efficient and Scalable Memory Compression Framework for GP-GPU","Hoyong Jin","2022","IEEE-CAL","Data-intensive applications and throughput-oriented processors demand more memory bandwidth. Memory compression can provide more data beyond physical limits, yet new data types and smaller block sizes are challenging. This paper presents a novel and lightweight memory compression framework, Multi-Prediction Compression (MPC), to increase the effective memory bandwidth. Based on multiple prediction models and data-driven algorithm tuning, MPC can provide 31.7% better compression than state-of-the-art (SOTA) algorithms for 32B blocks. Moreover, MPC is hardware-friendly and scalable to support a growing number of data patterns.","dblp","Computer Science","5","https://doi.org/10.1109/LCA.2022.3177419","10.1109/LCA.2022.3177419","2022-07-01","2026-04-08","",""
