"paper_id","arxiv_id","s2_paper_id","title","authors","year","venue","abstract","source","categories","citation_count","url","doi","published_date","crawled_date","keep","notes"
"doi:10.1145/3760250.3762226","2602.17119","35502a0f73cb68fc4f05f5f37bca3a9b1277db15","A Data-Driven Dynamic Execution Orchestration Architecture","Zhenyu Bai","2026","ASPLOS","Domain-specific accelerators deliver exceptional performance on their target workloads through fabrication-time orchestrated datapaths. However, such specialized architectures often exhibit performance fragility when exposed to new kernels or irregular input patterns. In contrast, programmable architectures like FPGAs, CGRAs, and GPUs rely on compile-time orchestration to support a broader range of applications; but they are typically less efficient under irregular or sparse data. Pushing the boundaries of programmable architectures requires designs that can achieve efficiency and high-performance on par with specialized accelerators while retaining the agility of general-purpose architectures. We introduce Canon, a parallel architecture that bridges the gap between specialized and general purpose architectures. Canon exploits data-level and instruction-level parallelism through its novel design. First, it employs a novel dynamic data-driven orchestration mechanism using programmable Finite State Machines (FSMs). These FSMs are programmed at compile time to encode high-level dataflow per state and translate incoming meta-information (e.g., sparse coordinates) into control instructions at runtime. Second, Canon introduces a time-lapsed SIMD execution in which instructions are issued across a row of processing elements over several cycles, creating a staggered pipelined execution. These innovations amortize control overhead, allowing dynamic instruction changes while constructing a continuously evolving dataflow that maximizes parallelism. Experimental evaluation shows that Canon delivers high performance across diverse data-agnostic and data-driven kernels while achieving efficiency comparable to specialized accelerators, yet retaining the flexibility of a general-purpose architecture.","dblp","Computer Science","3","https://doi.org/10.1145/3760250.3762226","10.1145/3760250.3762226","2025-12-11","2026-04-08","",""
"doi:10.1145/3760250.3762229","2509.00433","fa66b4137df46db441ac36bdd3db6c77252e5569","AGS: Accelerating 3D Gaussian Splatting SLAM via CODEC-Assisted Frame Covisibility Detection","Houshu He","2026","ASPLOS","Simultaneous Localization and Mapping (SLAM) is a critical task that enables autonomous vehicles to construct maps and localize themselves in unknown environments. Recent breakthroughs combine SLAM with 3D Gaussian Splatting (3DGS) to achieve exceptional reconstruction fidelity. However, existing 3DGS-SLAM systems provide insufficient throughput due to the need for multiple training iterations per frame and the vast number of Gaussians. In this paper, we propose AGS, an algorithm-hardware co-design framework to boost the efficiency of 3DGS-SLAM based on the intuition that SLAM systems process frames in a streaming manner, where adjacent frames exhibit high similarity that can be utilized for acceleration. On the software level: 1) We propose a coarse-then-fine-grained pose tracking method with respect to the robot's movement. 2) We avoid redundant computations of Gaussians by sharing their contribution information across frames. On the hardware level, we propose a frame covisibility detection engine to extract intermediate data from the video CODEC. We also implement a pose tracking engine and a mapping engine with workload schedulers to efficiently deploy the AGS algorithm. Our evaluation shows that AGS achieves up to 17.12×, 6.71×, and 5.41× speedups against the mobile and high-end GPUs, and a state-of-the-art 3DGS accelerator, GSCore.","dblp","Computer Science","0","https://doi.org/10.1145/3760250.3762229","10.1145/3760250.3762229","2025-08-30","2026-04-08","",""
"doi:10.1145/3760250.3762223","2407.13055","d588e24bf1d52f867d353cd8a2787e96c996b4c4","Cheddar: A Swift Fully Homomorphic Encryption Library Designed for GPU Architectures","Wonseok Choi","2026","ASPLOS","Fully homomorphic encryption (FHE) frees cloud computing from privacy concerns by enabling secure computation on encrypted data. However, its substantial computational and memory overhead results in significantly slower performance compared to unencrypted processing. To mitigate this overhead, we present Cheddar, a high-performance FHE library for GPUs, achieving substantial speedups over previous GPU implementations. We systematically enable 32-bit FHE execution, leveraging the 32-bit integer datapath within GPUs. We optimize GPU kernels using efficient low-level primitives and algorithms tailored to specific GPU architectures. Further, we alleviate the memory bandwidth burden by adjusting common FHE operational sequences and extensively applying kernel fusion. Cheddar delivers performance improvements of 2.18--4.45× for representative FHE workloads compared to state-of-the-art GPU implementations.","dblp","Computer Science","8","https://doi.org/10.1145/3760250.3762223","10.1145/3760250.3762223","2024-07-17","2026-04-08","",""
"doi:10.1145/3760250.3762234","","4a1b0a1d84d7accdd0263731d3a91e9f6d8bbbb4","CHERI-SIMT: Implementing Capability Memory Protection in GPUs","Matthew Naylor","2026","ASPLOS","Governments are increasingly advising software manufacturers to employ memory-safe languages and technologies to combat adversarial attacks on modern computing infrastructure. This introduces pressures across the entire computing industry, including GPU vendors who provide implementations of unsafe C/C++-based languages, such as CUDA and OpenCL, for programming the devices they produce. One of the memory-safety technologies being recommended is Capability Hardware Enhanced RISC Instructions (CHERI). CHERI builds strong and efficient memory safety into underlying instruction-set architectures allowing continued, but memory-safe, use of C/C++-based languages on top. In this paper, we evaluate the feasibility of incorporating CHERI into GPU architectures by extending a prototype, open-source, synthesisable, SIMT core and CUDA-like programming environment with support for CHERI. We present techniques to considerably ameliorate the costs of CHERI in SIMT designs, reducing register-file storage overheads from 103% to 7%, logic-area overheads by 44% to a cost comparable to one additional multiplier per vector lane, and execution-time overheads to 1.6%. With the proposed techniques, CHERI offers a viable path to strong and efficient GPU memory safety, while avoiding the need to replace established programming practices.","dblp","Computer Science","0","https://doi.org/10.1145/3760250.3762234","10.1145/3760250.3762234","2025-12-11","2026-04-08","",""
"doi:10.1145/3760250.3762235","","258dc5bf7f4a7915f46b8289eaf5e1876d7f9ad5","Compositional AI Beyond LLMs: System Implications of Neuro-Symbolic-Probabilistic Architectures","Zishen Wan","2026","ASPLOS","Large Language Models (LLMs) have driven remarkable progress in artificial intelligence (AI), but their rapid growth faces challenges of unsustainable computation, limited robustness, and poor explainability. Compositional AI, which integrates LLMs with symbolic reasoning and probabilistic inference, has emerged as a promising paradigm to enable interpretability, robustness, trustworthiness, and data-efficient learning. Recent neuro-symbolic-probabilistic systems demonstrate strong potential in agentic applications, advancing reasoning and cognitive capabilities toward human-like intelligence. In this paper, we aim to understand the system implications of neuro-symbolic-probabilistic architectures. We first develop a taxonomy and analyze the scaling efficiency of neuro-symbolic-probabilistic models. We then perform a detailed characterization across CPUs and GPUs, evaluating their runtime, memory, compute operators, dataflow, scalability, communication, and system behaviors. Our studies reveal that compositional models suffer from inefficiencies on off-the-shelf hardware, constrained by heterogeneous compute kernels, irregular memory access, complex flow control, data dependencies, and high data movement. Guided by these insights, we present several software- and system-level optimizations to demonstrate the potential for improving the performance, efficiency, and scalability of neuro-symbolic-probabilistic computing. To our knowledge, this is among the first works to holistically assess compositional neuro-symbolic AI from system and architectural perspectives.","dblp","Computer Science","1","https://doi.org/10.1145/3760250.3762235","10.1145/3760250.3762235","2025-12-11","2026-04-08","",""
"doi:10.1145/3760250.3762222","","5d7570c9176996367313ab6a9b82c44bf523ed46","cuJSON: A Highly Parallel JSON Parser for GPUs","Ashkan Vedadi Gargary","2026","ASPLOS","JSON (JavaScript Object Notation) data is widely used in modern computing, yet its parsing performance can be a major bottleneck. Conventional wisdom suggests that GPUs are ill-suited for parsing due to the branch-heavy nature of parsing algorithms. This work challenges that notion by presenting cuJSON, a novel JSON parser built on a new parsing algorithm, specifically tailored for GPU architectures with minimal branching and maximal parallelism. cuJSON offloads three main phases of JSON parsing to the GPU, including (i) UTF validation, (ii) tokenization, and (iii) nesting structure recognition. Each phase is powered by a parallel algorithm optimized for GPUs, leveraging intrinsic GPU functions and high-performance CUDA libraries for acceleration. To maximize parsing speed, cuJSON's output format is also designed to facilitate parallel construction. Finally, cuJSON can break key dependencies in the parsing process, enabling parallel parsing of a single large JSON file effectively. Evaluation shows that cuJSON not only outperforms highly optimized CPU-based parsers like simdjson and Pison but also surpasses existing GPU-based parsers like cuDF and GPJSON, in terms of both functionality and performance. The source code of cuJSON is available at https://github.com/AutomataLab/cuJSON.","dblp","Computer Science","0","https://doi.org/10.1145/3760250.3762222","10.1145/3760250.3762222","2025-12-11","2026-04-08","",""
"doi:10.1145/3760250.3762216","2502.07590","4152185f760b77e695dbaa695fe471caef96d84d","Dynamic Sparsity in Large-Scale Video DiT Training","Xin Tan","2026","ASPLOS","Diffusion Transformers (DiTs) have shown remarkable performance in generating high-quality videos. However, the quadratic complexity of 3D full attention remains a bottleneck in scaling DiT training, especially with high-definition, lengthy videos, where it can consume up to 95% of processing time and demand specialized context parallelism. This paper introduces DSV to accelerate video DiT training by leveraging the dynamic attention sparsity we empirically observe. DSV uses a two-stage algorithm to capture the dynamic sparsity patterns via low-rank based approximation of the original query and key. It employs custom kernels to efficiently identify critical key-value pairs and compute the sparse attention. To accommodate the new sparsity dimension, DSV adopts a hybrid sparsity-aware context parallelism that re-balances the skewed workload across attention heads and blocks due to sparsity heterogeneity. DSV achieves up to 3.02x higher training throughput, scaling to 128 GPUs and 520k token lengths, while maintaining model quality comparable to full attention schemes.","dblp","Computer Science","16","https://doi.org/10.1145/3760250.3762216","10.1145/3760250.3762216","2025-02-11","2026-04-08","",""
"doi:10.1145/3760250.3762231","2509.11134","8c35e5cb53650aba70af96a10ab71330bc896ea7","GFS: A Preemption-aware Scheduling Framework for GPU Clusters with Predictive Spot Instance Management","Jiaang Duan","2026","ASPLOS","The surge in large language models (LLMs) has fundamentally reshaped the landscape of GPU usage patterns, creating an urgent need for more efficient management strategies. While cloud providers employ spot instances to reduce costs for low-priority (LP) tasks, existing schedulers still grapple with high eviction rates and lengthy queuing times. To address these limitations, we present GFS, a novel preemptive scheduling framework that enhances service-level objective (SLO) compliance for high-priority (HP) tasks while minimizing preemptions to LP tasks. Firstly, GFS utilizes a lightweight forecasting model that predicts GPU demand among different tenants, enabling proactive resource management. Secondly, GFS employs a dynamic allocation mechanism to adjust the spot quota for LP tasks with guaranteed durations. Lastly, GFS incorporates a preemptive scheduling policy that prioritizes HP tasks while minimizing the impact on LP tasks. We demonstrate the effectiveness of GFS through both real-world implementation and simulations. The results show that GFS reduces eviction rates by 33.0%, and cuts queuing delays by 44.1% for LP tasks. Furthermore, GFS enhances the GPU allocation rate by up to 22.8% in real production clusters. In a production cluster of more than 10,000 GPUs, GFS yields roughly $459,715 in monthly benefits.","dblp","Computer Science","1","https://doi.org/10.1145/3760250.3762231","10.1145/3760250.3762231","2025-09-14","2026-04-08","",""
"doi:10.1145/3760250.3762221","2505.23819","98bacafe249a64f6c2d06e4e0694bae3dc7f4fa5","Linear Layouts: Robust Code Generation of Efficient Tensor Computation Using F_2","Keren Zhou","2026","ASPLOS","Efficient tensor computation is a cornerstone of modern deep learning (DL) workloads, yet existing approaches struggle to achieve flexible and performant design and implementation of tensor layouts -- mappings between logical tensors and hardware resources. The increasing complexity of DL algorithms and hardware demands a generic and systematic approach to handling tensor layouts. In this work, we introduce Linear Layouts, a novel approach that models tensor layouts using linear algebra over F2. By representing tensor layouts as binary matrices acting on the bits of the hardware representation, our approach enables a generic layout definition—as opposed to the classical case-by-case approach -- and allows for generic layout-to-layout conversions, eliminating the quadratic explosion that plagues existing solutions. We integrate linear layouts with Triton and demonstrate their effectiveness in optimizing individual Triton operators as well as kernels written in Triton. We also show that linear layouts reduce engineering effort in the compiler backend while fixing several bugs in Triton's legacy layout system.","dblp","Computer Science","4","https://doi.org/10.1145/3760250.3762221","10.1145/3760250.3762221","2025-05-28","2026-04-08","",""
"doi:10.1145/3760250.3762232","2503.21937","28599cfc528ac9dcb646f18c1d425d422469ff73","Lobster: A GPU-Accelerated Framework for Neurosymbolic Programming","Paul Biberstein","2026","ASPLOS","Neurosymbolic programs combine deep learning with symbolic reasoning to achieve better data efficiency, interpretability, and generalizability compared to standalone deep learning approaches. However, existing neurosymbolic learning frameworks implement an uneasy marriage between a highly scalable, GPU-accelerated neural component and a slower symbolic component that runs on CPUs. We propose Lobster, a unified framework for harnessing GPUs in an end-to-end manner for neurosymbolic learning. Lobster maps a general neurosymbolic language based on Datalog to the GPU programming paradigm. This mapping is implemented via compilation to a new intermediate language called APM. The extra abstraction provided by APM allows Lobster to be both flexible, supporting discrete, probabilistic, and differentiable modes of reasoning on GPU hardware with a library of provenance semirings, and performant, implementing new optimization passes. We demonstrate that Lobster programs can solve interesting problems spanning the domains of natural language processing, image processing, program reasoning, bioinformatics, and planning. On a suite of 9 applications, Lobster achieves an average speedup of 3.9x over Scallop, a state-of-the-art neurosymbolic framework, and enables scaling of neurosymbolic solutions to previously infeasible tasks.","dblp","Computer Science","3","https://doi.org/10.1145/3760250.3762232","10.1145/3760250.3762232","2025-03-27","2026-04-08","",""
